,fraudulent,benefits
5907,f,"stipend: volunteers must commit to serve at least a year at the center. basic accommodation and food is provided by ihf. you are a volunteer at the center, and all local tasks completed are done so without pay. volunteers who commit to serving one year or more will receive a small monthly stipend. it is broken down as follows:- first 3 months: training period - $20 per month 3-6 months: assistant co-director - $50 per month 6-9 months: co-director - $80 per month 9-12 months: co-director - $100 per month this stipend results only from the international online work; not from any local tasks. after one year there is the opportunity to become a full director."
17595,t,nan
11809,f,career prospects.
6589,f,"come be a part of one of the fastest growing, well-funded and exciting startups in silicon valley. peel makes the world’s leading smart remote app which turns your mobile device into a universal remote control. our technology is preloaded on many of the world’s top-selling android devices. peel’s audience is at 60 million and doubling every six months with 3 billion+ remote commands handled every month. help us revolutionize the tv viewing experience and achieve our goal of becoming the universal controller for the internet of things. what else do we offer? here are some of the benefits at peel: * competitive base salary * stock options * full benefits (medical, dental, vision) * easy walking distance from caltrain * free caltrain passes * free parking * free gourmet lunch wednesdays * close proximity to downtown mountain view eateries * on-site massage * life insurance * 401k * on-site snacks/beverages/gourmet coffee * open dog policy * ping pong, pool and other games onsite."
395,f,nan
10309,f,nan
11680,f,nan
768,f,"- attractive remuneration package. - private medical insurance. - work in an international, dynamic and fun atmosphere among young and smart people - huge learning experience in using best practices and cutting-edge technologies - challenging engineering projects in an interesting and complex travel industry. "
17669,t,nan
10685,f,nan
4851,f,"competitive salary, benefits and opportunity for growth."
17780,t,descripción de prueba
6008,f,"sek solutions strives to be employee-focused in the benefits and services that we provide. we offer a competitive benefits plan to all full-time employees to include: comprehensive health, dental, and vision insurance life, add insurance and long term disability voluntary life insurance short term disability 401(k) qualified retirement plan holidays, vacation and personal time off "
4505,f,competitive salary according to experience annual bonus scheme generous flexible benefits package equity package 
